week,date,time,link,name,season,scraped
7 - 13 Feb 2011,"Saturday, Feb 12 2011",15:00,https://www.whoscored.com/Matches/411317/MatchReport/England-Premier-League-2010-2011-Arsenal-Wolverhampton-Wanderers,Arsenal-Wolverhampton Wanderers,2010-2011,x
7 - 13 Feb 2011,"Saturday, Feb 12 2011",15:00,https://www.whoscored.com/Matches/411319/MatchReport/England-Premier-League-2010-2011-Liverpool-Wigan,Liverpool-Wigan,2010-2011,x
7 - 13 Feb 2011,"Saturday, Feb 12 2011",15:00,https://www.whoscored.com/Matches/411288/MatchReport/England-Premier-League-2010-2011-Birmingham-Stoke,Birmingham-Stoke,2010-2011,x
7 - 13 Feb 2011,"Saturday, Feb 12 2011",15:00,https://www.whoscored.com/Matches/411294/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-West-Ham,West Bromwich Albion-West Ham,2010-2011,x
7 - 13 Feb 2011,"Saturday, Feb 12 2011",15:00,https://www.whoscored.com/Matches/411297/MatchReport/England-Premier-League-2010-2011-Blackpool-Aston-Villa,Blackpool-Aston Villa1,2010-2011,x
7 - 13 Feb 2011,"Saturday, Feb 12 2011",15:00,https://www.whoscored.com/Matches/411321/MatchReport/England-Premier-League-2010-2011-Blackburn-Newcastle-United,Blackburn-Newcastle United,2010-2011,x
7 - 13 Feb 2011,"Saturday, Feb 12 2011",17:30,https://www.whoscored.com/Matches/411320/MatchReport/England-Premier-League-2010-2011-Sunderland-Tottenham,Sunderland-Tottenham,2010-2011,x
7 - 13 Feb 2011,"Sunday, Feb 13 2011",16:00,https://www.whoscored.com/Matches/411291/MatchReport/England-Premier-League-2010-2011-Bolton-Everton,Bolton-Everton,2010-2011,x
31 Jan - 6 Feb 2011,"Tuesday, Feb 1 2011",19:45,https://www.whoscored.com/Matches/411292/MatchReport/England-Premier-League-2010-2011-Arsenal-Everton,Arsenal-Everton,2010-2011,x
31 Jan - 6 Feb 2011,"Tuesday, Feb 1 2011",19:45,https://www.whoscored.com/Matches/411295/MatchReport/England-Premier-League-2010-2011-Sunderland-Chelsea,Sunderland-Chelsea,2010-2011,x
31 Jan - 6 Feb 2011,"Tuesday, Feb 1 2011",20:00,https://www.whoscored.com/Matches/411289/MatchReport/England-Premier-League-2010-2011-Manchester-United-Aston-Villa,Manchester United-Aston Villa,2010-2011,x
31 Jan - 6 Feb 2011,"Tuesday, Feb 1 2011",20:00,https://www.whoscored.com/Matches/411304/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-Wigan,West Bromwich Albion-Wigan,2010-2011,x
31 Jan - 6 Feb 2011,"Wednesday, Feb 2 2011",19:45,https://www.whoscored.com/Matches/411298/MatchReport/England-Premier-League-2010-2011-Birmingham-Manchester-City,Birmingham-Manchester City,2010-2011,x
31 Jan - 6 Feb 2011,"Wednesday, Feb 2 2011",20:00,https://www.whoscored.com/Matches/411301/MatchReport/England-Premier-League-2010-2011-Bolton-Wolverhampton-Wanderers,Bolton-Wolverhampton Wanderers,2010-2011,x
31 Jan - 6 Feb 2011,"Wednesday, Feb 2 2011",20:00,https://www.whoscored.com/Matches/411307/MatchReport/England-Premier-League-2010-2011-Blackpool-West-Ham,Blackpool-West Ham,2010-2011,x
31 Jan - 6 Feb 2011,"Wednesday, Feb 2 2011",20:00,https://www.whoscored.com/Matches/411310/MatchReport/England-Premier-League-2010-2011-Liverpool-Stoke,Liverpool-Stoke,2010-2011,x
31 Jan - 6 Feb 2011,"Wednesday, Feb 2 2011",20:00,https://www.whoscored.com/Matches/411313/MatchReport/England-Premier-League-2010-2011-Blackburn-Tottenham,Blackburn-Tottenham,2010-2011,x
31 Jan - 6 Feb 2011,"Wednesday, Feb 2 2011",20:00,https://www.whoscored.com/Matches/411316/MatchReport/England-Premier-League-2010-2011-Fulham-Newcastle-United,Fulham-Newcastle United,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",12:45,https://www.whoscored.com/Matches/411305/MatchReport/England-Premier-League-2010-2011-Stoke-Sunderland,Stoke-Sunderland,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",15:00,https://www.whoscored.com/Matches/411308/MatchReport/England-Premier-League-2010-2011-Wigan-Blackburn,Wigan-Blackburn,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",15:00,https://www.whoscored.com/Matches/411299/MatchReport/England-Premier-League-2010-2011-Manchester-City-West-Bromwich-Albion,Manchester City-West Bromwich Albion,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",15:00,https://www.whoscored.com/Matches/411290/MatchReport/England-Premier-League-2010-2011-Aston-Villa-Fulham,Aston Villa-Fulham,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",15:00,https://www.whoscored.com/Matches/411284/MatchReport/England-Premier-League-2010-2011-Tottenham-Bolton,Tottenham-Bolton,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",15:00,https://www.whoscored.com/Matches/411296/MatchReport/England-Premier-League-2010-2011-Newcastle-United-Arsenal,Newcastle United-Arsenal1,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",15:00,https://www.whoscored.com/Matches/411293/MatchReport/England-Premier-League-2010-2011-Everton-Blackpool,Everton-Blackpool,2010-2011,x
31 Jan - 6 Feb 2011,"Saturday, Feb 5 2011",17:30,https://www.whoscored.com/Matches/411302/MatchReport/England-Premier-League-2010-2011-Wolverhampton-Wanderers-Manchester-United,Wolverhampton Wanderers-Manchester United,2010-2011,x
31 Jan - 6 Feb 2011,"Sunday, Feb 6 2011",13:30,https://www.whoscored.com/Matches/411287/MatchReport/England-Premier-League-2010-2011-West-Ham-Birmingham,West Ham-Birmingham,2010-2011,x
31 Jan - 6 Feb 2011,"Sunday, Feb 6 2011",16:00,https://www.whoscored.com/Matches/411311/MatchReport/England-Premier-League-2010-2011-Chelsea-Liverpool,Chelsea-Liverpool,2010-2011,x
24 - 30 Jan 2011,"Monday, Jan 24 2011",20:00,https://www.whoscored.com/Matches/411283/MatchReport/England-Premier-League-2010-2011-Bolton-Chelsea,Bolton-Chelsea,2010-2011,x
24 - 30 Jan 2011,"Tuesday, Jan 25 2011",19:30,https://www.whoscored.com/Matches/411154/MatchReport/England-Premier-League-2010-2011-Blackpool-Manchester-United,Blackpool-Manchester United,2010-2011,x
24 - 30 Jan 2011,"Tuesday, Jan 25 2011",19:45,https://www.whoscored.com/Matches/411166/MatchReport/England-Premier-League-2010-2011-Wigan-Aston-Villa,Wigan-Aston Villa,2010-2011,x
24 - 30 Jan 2011,"Wednesday, Jan 26 2011",20:00,https://www.whoscored.com/Matches/411128/MatchReport/England-Premier-League-2010-2011-Liverpool-Fulham,Liverpool-Fulham,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",12:45,https://www.whoscored.com/Matches/411277/MatchReport/England-Premier-League-2010-2011-Wolverhampton-Wanderers-Liverpool,Wolverhampton Wanderers-Liverpool,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",15:00,https://www.whoscored.com/Matches/411273/MatchReport/England-Premier-League-2010-2011-Everton-West-Ham,Everton-West Ham1,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",15:00,https://www.whoscored.com/Matches/411275/MatchReport/England-Premier-League-2010-2011-Newcastle-United-Tottenham,Newcastle United-Tottenham,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",15:00,https://www.whoscored.com/Matches/411267/MatchReport/England-Premier-League-2010-2011-Manchester-United-Birmingham,Manchester United-Birmingham,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",15:00,https://www.whoscored.com/Matches/411269/MatchReport/England-Premier-League-2010-2011-Arsenal-Wigan,Arsenal-Wigan1,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",15:00,https://www.whoscored.com/Matches/411281/MatchReport/England-Premier-League-2010-2011-Fulham-Stoke,Fulham-Stoke1,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",15:00,https://www.whoscored.com/Matches/411286/MatchReport/England-Premier-League-2010-2011-Blackpool-Sunderland,Blackpool-Sunderland,2010-2011,x
17 - 23 Jan 2011,"Saturday, Jan 22 2011",17:30,https://www.whoscored.com/Matches/411271/MatchReport/England-Premier-League-2010-2011-Aston-Villa-Manchester-City,Aston Villa-Manchester City,2010-2011,x
17 - 23 Jan 2011,"Sunday, Jan 23 2011",16:00,https://www.whoscored.com/Matches/411279/MatchReport/England-Premier-League-2010-2011-Blackburn-West-Bromwich-Albion,Blackburn-West Bromwich Albion,2010-2011,x
10 - 16 Jan 2011,"Wednesday, Jan 12 2011",20:00,https://www.whoscored.com/Matches/411204/MatchReport/England-Premier-League-2010-2011-Blackpool-Liverpool,Blackpool-Liverpool,2010-2011,x
10 - 16 Jan 2011,"Saturday, Jan 15 2011",15:00,https://www.whoscored.com/Matches/411259/MatchReport/England-Premier-League-2010-2011-Manchester-City-Wolverhampton-Wanderers,Manchester City-Wolverhampton Wanderers,2010-2011,x
10 - 16 Jan 2011,"Saturday, Jan 15 2011",15:00,https://www.whoscored.com/Matches/411261/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-Blackpool,West Bromwich Albion-Blackpool,2010-2011,x
10 - 16 Jan 2011,"Saturday, Jan 15 2011",15:00,https://www.whoscored.com/Matches/411262/MatchReport/England-Premier-League-2010-2011-Stoke-Bolton,Stoke-Bolton,2010-2011,x
10 - 16 Jan 2011,"Saturday, Jan 15 2011",15:00,https://www.whoscored.com/Matches/411263/MatchReport/England-Premier-League-2010-2011-Wigan-Fulham,Wigan-Fulham,2010-2011,x
10 - 16 Jan 2011,"Saturday, Jan 15 2011",15:00,https://www.whoscored.com/Matches/411265/MatchReport/England-Premier-League-2010-2011-Chelsea-Blackburn,Chelsea-Blackburn,2010-2011,x
10 - 16 Jan 2011,"Saturday, Jan 15 2011",17:30,https://www.whoscored.com/Matches/411282/MatchReport/England-Premier-League-2010-2011-West-Ham-Arsenal,West Ham-Arsenal,2010-2011,x
10 - 16 Jan 2011,"Sunday, Jan 16 2011",12:00,https://www.whoscored.com/Matches/411260/MatchReport/England-Premier-League-2010-2011-Birmingham-Aston-Villa,Birmingham-Aston Villa,2010-2011,x
10 - 16 Jan 2011,"Sunday, Jan 16 2011",12:00,https://www.whoscored.com/Matches/411278/MatchReport/England-Premier-League-2010-2011-Sunderland-Newcastle-United,Sunderland-Newcastle United,2010-2011,x
10 - 16 Jan 2011,"Sunday, Jan 16 2011",14:05,https://www.whoscored.com/Matches/411276/MatchReport/England-Premier-League-2010-2011-Liverpool-Everton,Liverpool-Everton,2010-2011,x
10 - 16 Jan 2011,"Sunday, Jan 16 2011",16:10,https://www.whoscored.com/Matches/411280/MatchReport/England-Premier-League-2010-2011-Tottenham-Manchester-United,Tottenham-Manchester United1,2010-2011,x
3 - 9 Jan 2011,"Tuesday, Jan 4 2011",20:00,https://www.whoscored.com/Matches/411274/MatchReport/England-Premier-League-2010-2011-Fulham-West-Bromwich-Albion,Fulham-West Bromwich Albion,2010-2011,x
3 - 9 Jan 2011,"Tuesday, Jan 4 2011",20:00,https://www.whoscored.com/Matches/411255/MatchReport/England-Premier-League-2010-2011-Manchester-United-Stoke,Manchester United-Stoke,2010-2011,x
3 - 9 Jan 2011,"Tuesday, Jan 4 2011",20:00,https://www.whoscored.com/Matches/411264/MatchReport/England-Premier-League-2010-2011-Blackpool-Birmingham,Blackpool-Birmingham,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",19:45,https://www.whoscored.com/Matches/411266/MatchReport/England-Premier-League-2010-2011-Aston-Villa-Sunderland,1Aston Villa-Sunderland1,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",19:45,https://www.whoscored.com/Matches/411270/MatchReport/England-Premier-League-2010-2011-Newcastle-United-West-Ham,Newcastle United-West Ham,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",19:45,https://www.whoscored.com/Matches/411256/MatchReport/England-Premier-League-2010-2011-Arsenal-Manchester-City,1Arsenal-Manchester City1,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",19:45,https://www.whoscored.com/Matches/411257/MatchReport/England-Premier-League-2010-2011-Wolverhampton-Wanderers-Chelsea,Wolverhampton Wanderers-Chelsea,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",20:00,https://www.whoscored.com/Matches/411258/MatchReport/England-Premier-League-2010-2011-Bolton-Wigan,Bolton-Wigan,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",20:00,https://www.whoscored.com/Matches/411272/MatchReport/England-Premier-League-2010-2011-Blackburn-Liverpool,Blackburn-Liverpool,2010-2011,x
3 - 9 Jan 2011,"Wednesday, Jan 5 2011",20:00,https://www.whoscored.com/Matches/411268/MatchReport/England-Premier-League-2010-2011-Everton-Tottenham,Everton-Tottenham,2010-2011,x
27 Dec - 2 Jan 2011,"Monday, Dec 27 2010",20:00,https://www.whoscored.com/Matches/411192/MatchReport/England-Premier-League-2010-2011-Arsenal-Chelsea,Arsenal-Chelsea,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",15:00,https://www.whoscored.com/Matches/411193/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-Blackburn,1West Bromwich Albion-Blackburn1,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",15:00,https://www.whoscored.com/Matches/411190/MatchReport/England-Premier-League-2010-2011-Manchester-City-Aston-Villa,Manchester City-Aston Villa,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",15:00,https://www.whoscored.com/Matches/411187/MatchReport/England-Premier-League-2010-2011-Tottenham-Newcastle-United,1Tottenham-Newcastle United,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",15:00,https://www.whoscored.com/Matches/411188/MatchReport/England-Premier-League-2010-2011-Sunderland-Blackpool,Sunderland-Blackpool,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",15:00,https://www.whoscored.com/Matches/411195/MatchReport/England-Premier-League-2010-2011-Stoke-Fulham,Stoke-Fulham,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",17:30,https://www.whoscored.com/Matches/411189/MatchReport/England-Premier-League-2010-2011-West-Ham-Everton,West Ham-Everton,2010-2011,x
27 Dec - 2 Jan 2011,"Tuesday, Dec 28 2010",20:00,https://www.whoscored.com/Matches/411191/MatchReport/England-Premier-League-2010-2011-Birmingham-Manchester-United,Birmingham-Manchester United,2010-2011,x
27 Dec - 2 Jan 2011,"Wednesday, Dec 29 2010",19:45,https://www.whoscored.com/Matches/411197/MatchReport/England-Premier-League-2010-2011-Wigan-Arsenal,1Wigan-Arsenal,2010-2011,x
27 Dec - 2 Jan 2011,"Wednesday, Dec 29 2010",19:45,https://www.whoscored.com/Matches/411199/MatchReport/England-Premier-League-2010-2011-Chelsea-Bolton,Chelsea-Bolton,2010-2011,x
27 Dec - 2 Jan 2011,"Wednesday, Dec 29 2010",20:00,https://www.whoscored.com/Matches/411205/MatchReport/England-Premier-League-2010-2011-Liverpool-Wolverhampton-Wanderers,Liverpool-Wolverhampton Wanderers,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",12:45,https://www.whoscored.com/Matches/411251/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-Manchester-United,West Bromwich Albion-Manchester United,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",15:00,https://www.whoscored.com/Matches/411252/MatchReport/England-Premier-League-2010-2011-Stoke-Everton,Stoke-Everton,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",15:00,https://www.whoscored.com/Matches/411245/MatchReport/England-Premier-League-2010-2011-Liverpool-Bolton,Liverpool-Bolton,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",15:00,https://www.whoscored.com/Matches/411246/MatchReport/England-Premier-League-2010-2011-Sunderland-Blackburn,Sunderland-Blackburn,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",15:00,https://www.whoscored.com/Matches/411247/MatchReport/England-Premier-League-2010-2011-Tottenham-Fulham,Tottenham-Fulham,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",15:00,https://www.whoscored.com/Matches/411248/MatchReport/England-Premier-League-2010-2011-West-Ham-Wolverhampton-Wanderers,West Ham-Wolverhampton Wanderers,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",15:00,https://www.whoscored.com/Matches/411249/MatchReport/England-Premier-League-2010-2011-Manchester-City-Blackpool,Manchester City-Blackpool,2010-2011,x
27 Dec - 2 Jan 2011,"Saturday, Jan 1 2011",17:30,https://www.whoscored.com/Matches/411250/MatchReport/England-Premier-League-2010-2011-Birmingham-Arsenal,Birmingham-Arsenal,2010-2011,x
27 Dec - 2 Jan 2011,"Sunday, Jan 2 2011",13:30,https://www.whoscored.com/Matches/411254/MatchReport/England-Premier-League-2010-2011-Chelsea-Aston-Villa,Chelsea-Aston Villa,2010-2011,x
27 Dec - 2 Jan 2011,"Sunday, Jan 2 2011",16:00,https://www.whoscored.com/Matches/411253/MatchReport/England-Premier-League-2010-2011-Wigan-Newcastle-United,Wigan-Newcastle United,2010-2011,x
20 - 26 Dec 2010,"Monday, Dec 20 2010",20:00,https://www.whoscored.com/Matches/411139/MatchReport/England-Premier-League-2010-2011-Manchester-City-Everton,1Manchester City-Everton1,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",12:00,https://www.whoscored.com/Matches/411202/MatchReport/England-Premier-League-2010-2011-Fulham-West-Ham,Fulham-West Ham,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",15:00,https://www.whoscored.com/Matches/411203/MatchReport/England-Premier-League-2010-2011-Bolton-West-Bromwich-Albion,Bolton-West Bromwich Albion,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",15:00,https://www.whoscored.com/Matches/411174/MatchReport/England-Premier-League-2010-2011-Manchester-United-Sunderland,Manchester United-Sunderland,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",15:00,https://www.whoscored.com/Matches/411198/MatchReport/England-Premier-League-2010-2011-Newcastle-United-Manchester-City,Newcastle United-Manchester City,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",15:00,https://www.whoscored.com/Matches/411200/MatchReport/England-Premier-League-2010-2011-Wolverhampton-Wanderers-Wigan,Wolverhampton Wanderers-Wigan,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",15:00,https://www.whoscored.com/Matches/411201/MatchReport/England-Premier-League-2010-2011-Blackburn-Stoke,Blackburn-Stoke,2010-2011,x
20 - 26 Dec 2010,"Sunday, Dec 26 2010",17:30,https://www.whoscored.com/Matches/411194/MatchReport/England-Premier-League-2010-2011-Aston-Villa-Tottenham,Aston Villa-Tottenham1,2010-2011,x
13 - 19 Dec 2010,"Monday, Dec 13 2010",20:00,https://www.whoscored.com/Matches/411168/MatchReport/England-Premier-League-2010-2011-Manchester-United-Arsenal,Manchester United-Arsenal,2010-2011,x
13 - 19 Dec 2010,"Saturday, Dec 18 2010",12:45,https://www.whoscored.com/Matches/411134/MatchReport/England-Premier-League-2010-2011-Sunderland-Bolton,Sunderland-Bolton,2010-2011,x
13 - 19 Dec 2010,"Saturday, Dec 18 2010",15:00,https://www.whoscored.com/Matches/411144/MatchReport/England-Premier-League-2010-2011-Blackburn-West-Ham,Blackburn-West Ham,2010-2011,x
6 - 12 Dec 2010,"Monday, Dec 6 2010",20:00,https://www.whoscored.com/Matches/411121/MatchReport/England-Premier-League-2010-2011-Liverpool-Aston-Villa,Liverpool-Aston Villa,2010-2011,x
6 - 12 Dec 2010,"Saturday, Dec 11 2010",15:00,https://www.whoscored.com/Matches/411116/MatchReport/England-Premier-League-2010-2011-Stoke-Blackpool,Stoke-Blackpool,2010-2011,x
6 - 12 Dec 2010,"Saturday, Dec 11 2010",15:00,https://www.whoscored.com/Matches/411176/MatchReport/England-Premier-League-2010-2011-West-Ham-Manchester-City,West Ham-Manchester City,2010-2011,x
6 - 12 Dec 2010,"Saturday, Dec 11 2010",15:00,https://www.whoscored.com/Matches/411179/MatchReport/England-Premier-League-2010-2011-Aston-Villa-West-Bromwich-Albion,Aston Villa-West Bromwich Albion,2010-2011,x
6 - 12 Dec 2010,"Saturday, Dec 11 2010",15:00,https://www.whoscored.com/Matches/411182/MatchReport/England-Premier-League-2010-2011-Everton-Wigan,Everton-Wigan,2010-2011,x
6 - 12 Dec 2010,"Saturday, Dec 11 2010",15:00,https://www.whoscored.com/Matches/411185/MatchReport/England-Premier-League-2010-2011-Fulham-Sunderland,Fulham-Sunderland,2010-2011,x
6 - 12 Dec 2010,"Saturday, Dec 11 2010",17:30,https://www.whoscored.com/Matches/411183/MatchReport/England-Premier-League-2010-2011-Newcastle-United-Liverpool,Newcastle United-Liverpool,2010-2011,x
6 - 12 Dec 2010,"Sunday, Dec 12 2010",13:30,https://www.whoscored.com/Matches/411184/MatchReport/England-Premier-League-2010-2011-Wolverhampton-Wanderers-Birmingham,Wolverhampton Wanderers-Birmingham,2010-2011,x
6 - 12 Dec 2010,"Sunday, Dec 12 2010",13:30,https://www.whoscored.com/Matches/411186/MatchReport/England-Premier-League-2010-2011-Bolton-Blackburn,1Bolton-Blackburn,2010-2011,x
6 - 12 Dec 2010,"Sunday, Dec 12 2010",16:00,https://www.whoscored.com/Matches/411172/MatchReport/England-Premier-League-2010-2011-Tottenham-Chelsea,Tottenham-Chelsea,2010-2011,x
29 Nov - 5 Dec 2010,"Saturday, Dec 4 2010",15:00,https://www.whoscored.com/Matches/411159/MatchReport/England-Premier-League-2010-2011-Wigan-Stoke,Wigan-Stoke,2010-2011,x
29 Nov - 5 Dec 2010,"Saturday, Dec 4 2010",15:00,https://www.whoscored.com/Matches/411164/MatchReport/England-Premier-League-2010-2011-Chelsea-Everton,Chelsea-Everton,2010-2011,x
29 Nov - 5 Dec 2010,"Saturday, Dec 4 2010",15:00,https://www.whoscored.com/Matches/411115/MatchReport/England-Premier-League-2010-2011-Arsenal-Fulham,Arsenal-Fulham,2010-2011,x
29 Nov - 5 Dec 2010,"Saturday, Dec 4 2010",15:00,https://www.whoscored.com/Matches/411133/MatchReport/England-Premier-League-2010-2011-Manchester-City-Bolton,1Manchester City-Bolton,2010-2011,x
29 Nov - 5 Dec 2010,"Saturday, Dec 4 2010",15:00,https://www.whoscored.com/Matches/411138/MatchReport/England-Premier-League-2010-2011-Blackburn-Wolverhampton-Wanderers,Blackburn-Wolverhampton Wanderers,2010-2011,x
29 Nov - 5 Dec 2010,"Saturday, Dec 4 2010",15:00,https://www.whoscored.com/Matches/411143/MatchReport/England-Premier-League-2010-2011-Birmingham-Tottenham,Birmingham-Tottenham,2010-2011,x
29 Nov - 5 Dec 2010,"Sunday, Dec 5 2010",13:30,https://www.whoscored.com/Matches/411148/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-Newcastle-United,West Bromwich Albion-Newcastle United,2010-2011,x
29 Nov - 5 Dec 2010,"Sunday, Dec 5 2010",16:00,https://www.whoscored.com/Matches/411127/MatchReport/England-Premier-League-2010-2011-Sunderland-West-Ham,Sunderland-West Ham,2010-2011,x
22 - 28 Nov 2010,"Monday, Nov 22 2010",20:00,https://www.whoscored.com/Matches/411125/MatchReport/England-Premier-League-2010-2011-Sunderland-Everton,Sunderland-Everton,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",12:45,https://www.whoscored.com/Matches/411158/MatchReport/England-Premier-League-2010-2011-Aston-Villa-Arsenal,Aston Villa-Arsenal,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411163/MatchReport/England-Premier-League-2010-2011-Everton-West-Bromwich-Albion,1Everton-West Bromwich Albion1,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411153/MatchReport/England-Premier-League-2010-2011-West-Ham-Wigan,West Ham-Wigan,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411142/MatchReport/England-Premier-League-2010-2011-Manchester-United-Blackburn,Manchester United-Blackburn,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411171/MatchReport/England-Premier-League-2010-2011-Wolverhampton-Wanderers-Sunderland,Wolverhampton Wanderers-Sunderland,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411175/MatchReport/England-Premier-League-2010-2011-Fulham-Birmingham,Fulham-Birmingham,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411178/MatchReport/England-Premier-League-2010-2011-Bolton-Blackpool,Bolton-Blackpool,2010-2011,x
22 - 28 Nov 2010,"Saturday, Nov 27 2010",15:00,https://www.whoscored.com/Matches/411181/MatchReport/England-Premier-League-2010-2011-Stoke-Manchester-City,Stoke-Manchester City,2010-2011,x
22 - 28 Nov 2010,"Sunday, Nov 28 2010",13:30,https://www.whoscored.com/Matches/411167/MatchReport/England-Premier-League-2010-2011-Newcastle-United-Chelsea,Newcastle United-Chelsea,2010-2011,x
22 - 28 Nov 2010,"Sunday, Nov 28 2010",16:00,https://www.whoscored.com/Matches/411147/MatchReport/England-Premier-League-2010-2011-Tottenham-Liverpool,Tottenham-Liverpool,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",12:45,https://www.whoscored.com/Matches/411113/MatchReport/England-Premier-League-2010-2011-Arsenal-Tottenham,Arsenal-Tottenham,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",15:00,https://www.whoscored.com/Matches/411120/MatchReport/England-Premier-League-2010-2011-Birmingham-Chelsea,Birmingham-Chelsea,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",15:00,https://www.whoscored.com/Matches/411126/MatchReport/England-Premier-League-2010-2011-Bolton-Newcastle-United,Bolton-Newcastle United1,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",15:00,https://www.whoscored.com/Matches/411132/MatchReport/England-Premier-League-2010-2011-West-Bromwich-Albion-Stoke,West Bromwich Albion-Stoke,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",15:00,https://www.whoscored.com/Matches/411137/MatchReport/England-Premier-League-2010-2011-Blackpool-Wolverhampton-Wanderers,Blackpool-Wolverhampton Wanderers,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",15:00,https://www.whoscored.com/Matches/411162/MatchReport/England-Premier-League-2010-2011-Manchester-United-Wigan,Manchester United-Wigan2,2010-2011,x
15 - 21 Nov 2010,"Saturday, Nov 20 2010",17:30,https://www.whoscored.com/Matches/411119/MatchReport/England-Premier-League-2010-2011-Liverpool-West-Ham,Liverpool-West Ham,2010-2011,x
15 - 21 Nov 2010,"Sunday, Nov 21 2010",13:30,https://www.whoscored.com/Matches/411131/MatchReport/England-Premier-League-2010-2011-Blackburn-Aston-Villa,Blackburn-Aston Villa,2010-2011,x
15 - 21 Nov 2010,"Sunday, Nov 21 2010",16:00,https://www.whoscored.com/Matches/411114/MatchReport/England-Premier-League-2010-2011-Fulham-Manchester-City,Fulham-Manchester City,2010-2011,x
